,sentence,class
52,"Дурсли застонать не могли, когда он лестного отвечать, но еще больше они никогда-больше-так-не-делай, когда он говорил о чем-то странном, и не имело значения, был ли это сон или он увидел что-то такое в раздевалкой.",generated
2668,"- Итак, Поттер, мы встретились, чтобы обсудить ваши профессиональные перспективы и помочь вам решить, какие предметы лучше выбрать для удачных на шестом и седьмом курсах, - сказала МакГонагалл.",generated
349,"После тренировку игроки, как обычно, выкатив в раздевалке, чтобы поболтать, но Гарри направился прямиком в Общую гостиную Гриффиндора, где застал Рона и Гермиону за партией в шахматы.",generated
2462,"Ему слишком понравилась игра Джинни, но он знает, что мог бы поймать трепетный щекотливый был миг, когда крохотный мяч порхал около лодыжки Керка ; если бы Джинни не промедлила, она могла бы выцарапать для Гриффиндора победу.",generated
4301,"- Нет! - взгляд Люпина передвижениях с Джинни на Гарри, словно в рассчитывая, что Гарри опровергнет ее слова, однако тот промолчал, и Люпин рухнул на стоящий у койки Билла стул и спрятал лицо в ладонях.",generated
167,"Наверное, они мягкотелость, что в подтянувшись книжными еще множество крыс, а может, они услышали шаги, потому что через минуту в купе заглянула Гермиона Грэйнджер.",generated
4733,"- Ах, прекратите, пожалуйста, - приглядывалась Гермиона, отволакивая официантку подальше от семенят, и Гарри услышал, как она кулем рекомендации насчет того, куда Рон может засунуть свою палочку вместо кармана.",generated
1957,"В девочек, ножных ветровое толпу, он не смотрел ни направо, ни налево ; потом пустившись по мраморной лестнице, пара галош проходов - и он оставил большую нарисовала учеников позади.",generated
2495,"Гарри нолик еще два « О « по зельеварения, по-прежнему мучился неизвестностью, стэне о судьбе Хагрида, и никак не мог избавиться от размышлений о сне, в котором он был Волан-де-Мортом, хотя и не обсуждал его больше с Роном и Гермионой: ему не хотелось получить от Гермионы очередной нагоняй.",generated
814,"Гарри взмыл над травой трибунами, в ревущими его стоял странный звон, а в кулаке был крепко зажат крошечный пес… мячик, кривые хлопающий серебряными крылышками.",generated
3012,"На Гарри хлынул тухлое красный раствор ; нечистая заскользили вокруг него и уже начали было двигаться длинные скульптурами щупальца, но он крикнул: « Вингардиум левиоза! », и они разлетелись в стороны.",generated
4246,"Если бы вы сможет убить меня, то бюрократической бы это сразу, едва применив Обезоруживающее заклинание, а не стал бы медлить общего приятной путях о путях и средствах.",generated
1353,"Казалось, прошла армия вечность с того расставался, когда они вместе с Роном сочиняли предсказания, а Гермиона назначила луковицы приготовила, другого секретарем.",generated
1778,"- Да брось, Гарри, ты ведь уже достаточно знаком с этим домом, чтобы понять, какими волшебниками были мои родственнички, - переставала проговорил Сириус.",generated
1760,"Внизу пронзительно лязгнул загородила звонок, и следом за этим мгновенно разразилась такая же какофония криков и стенаний, что и вчера, когда Тонкс повалила подставку для зонтов.",generated
1314,"Открылась люка, украшенная гербом: настаиваются сомкнул запястьях палочки, из каждой вылетают по три красные мерцали ; с облучка прыгнул мальчик в голубой мантии, наклонился, что-то нашарил на полу кареты и развернул золотые ступеньки.",generated
1114,"Мгновенно толкутся вокруг, Гарри был вынужден увиденном неприятный факт: каждый из этих волшебников уже держал в руках палочку, и все эти палочки были направлены на него, Рона и Гермиону.",generated
793,"Подождав, пока дозорные дозорные отойдут подальше, достал Карту, внимательно в нее вгляделся и с облегчением обнаружил, что точка с разбочиво Северус Снегг находится у себя в кабинете.",generated
2775,"Наконец они снова отсутствующую на тропинку, и еще минут через десять заросли стали редеть, между деревьями заголубели просветы, а вдали вновь послышались скандирование крики и скандирование болельщиков.",generated
5495,"- Волан-де-Морт взглянул тащило вниз на Невилла, ужасался, без всякой защиты, отчаянно пытавшегося подняться на ноги на защитниками полосе между нейтральной замка и Пожирателями смерти.",generated
3207,"Меньше учебного следующую отеческий и которому утомленный Фадж возник прямо посреди большого заседаний палаты уоффлинга и уведомил уведомил о небольших беспорядках, имевших место на Чемпионате мира по ирландии ( или чтото в этом роде ), причем в происходящее « оказались вовлечены » несколько маглов, но, по его словам, премьер-министру не о чем беспокоиться, появление Черной Метки - знака Сами-Знаете-Кого - ровным счетом ничего не означает.",generated
3020,"- Тогда тебе придется убить меня, потому что его больше нет! - проговорил Гарри, и в то же мгновение его лоб пронзила боль: драный шрам вновь обожгло как огнем, и Гарри ощутил сильнейший ярости, взрослеют не связанной с его собственным гневом.",generated
2159,"- Знаете… - сковыривать заботила Гермиона, - я сегодня подумала… - она с опаской глянула на Гарри, - я подумала, что, может быть, пора нам самим… самим этим заняться.",generated
5332,"Он принялся бормотать 13:00 заклинания, и до Гарри донесся странный порывистый шум, как будто Флитвик выпустил вихри распределять по территории замка.",generated
91,"Конечно, нельзя сказать, что у него были веселые дни рождения, - например, в прошлом году Дурсли подарили ему вешалку для куртки и пару глупых носков вернона Вернона.",generated
539,"В воображении у него тотчас возникла сцена фонарей потерями со взбесившимся деревом, и мысль сразу же перекинулась к школьным таить, которые они с Роном опять вознамерились нарушить.",generated
4324,"- Дамблдор был бы свадьба всех, желая, что в мире прибавилось хоть немного крепкой, - резко сказала профессор МакГонагалл, и при этих словах больничная дверь распахнулась снова - вошел Хагрид.",generated
5517,"Гарри, тренированный игрок, поймал ее протянутой трясучки - и в ту же минуту Волан-де-Морт упал навзничь, раскинув ручищи, и щеточкой вертикальные его красных глаз закатились.",generated
4370,"Гарри видел Скримджера, который с мрачным и всяческого видом сидел в первом ряду бродят… с профессором МакГонагалл, и подумал: так ли уж сожалеет министр да и все эти важные шишки о смерти Дамблдора?",generated
3824,"Слизнорт, совершавший первый обход причалили выбегает палаты, с надеждой заглянул в его котёл, намереваясь подобрать, по обыкновению, восторженное восклицание, но тут же поспешно отпрянул, закашлявшись от ударившего ему в нос запаха тухлых яиц.",generated
2299,"В лодке царил погруженной ; непонятные серебряные жужжали не жужжали и не пыхали дымом, как обычно, а стояли неподвижно и безмолвно ; портреты прежних директоров и директрис дремали в своих рамах.",generated
1155,"- А по-моему, мистеру Краучу страшно в-в-велел, что никто из « Ежедневного Пророка » не знает о его чума обращении с обходились! - сердито заявила Гермиона.",generated
4712,"- Причина, по которой Альбус никогда не поручил об Ариане, - начал Элфиас сдавленным от переполнявших его чувств тоном, - на мой взгляд, совершенно ясна.",generated
2298,"Они прошли мимо Миссис Норрис, которая обращала на них свои глаза-лампы и тихо зашипела, но профессор МакГонагалл сказала: « Брысь! » - и атласном шмыгнула в темноту.",generated
1366,"На зебры вместо пообещай сажают, которую баба на чайник, к ней приколоты яркие приколоты ; на голой груди галстук с узором из подков ; что-то вроде детских футбольных шорт и разномастные носки.",generated
4051,"После этого, если на тело кто-либо теряется или даже уничтожит его, вы все равно умереть не можете, дни часть вашей замерзшего остается неповрежденной к земле, неповрежденной.",generated
175,"Он сел за мальчиком со обрамленное светлыми, за ним встал Рон, и они поднялись из невзрачного зала, пересекли зал, в котором уже побывали при входе в замок, и, прошли через двойные двери, оказались в Большом зале.",generated
1368,"Друзья уже сделали, что полагалось: соснуть свинку в морскую свинку, вернули в изначальный вид, и она опять заперта в приплюснутой, стоящей на учительском столе.",generated
1855,"Быстрота, с какой вы взялись обеспечить несложных принятого, достойна восхищения, но второпях вы сами - без сомнения, непреднамеренно - чуть было его не нарушили.",generated
1108,"Гарри фыркнул от задохнулись - он узнал этого парнишку волшебника, его звали Стэн Шанпайк, и на самом деле он работал кондуктором в трехъярусном рыцарь « Ночной рыцарь ».",generated
3749,"Среди ха-ха, полученных Гарри, обнаружились заткнутым аккуратнее Уизли свитер с вышитым на барабанную сложными золотым дурацким, здоровенная коробка из магазина « Всевозможные волшебные вредилки « близнецов Уизли и слегка влажный, плесенью плесенью сверток с наклейкой, на которой значилось: « Хозяину от Кикимера ».",generated
5009,"Дождь жрецы в брезент, по невыплаканные Гермионы смывая слезы, восторг, который они благоговение несколько часов… назад, исчез, как будто его и не было никогда, сгинул, подобно фейерверку, который вспыхивает и гаснет, борозды после себя темноту, сырость, холод.",generated
5230,"Когда он выходил из кухни, ему в отвалилось пришла довольно зловещая мысль - четырехметровым, порожденная бокалу: похоже, он станет для Тедди Люпина таким же безответственным крестным, каким был для него Сириус.",generated
4952,"Все крепким так, будто он неделями, месяцами, а может быть, и объясните во целый опор несся вот к этой сильнейшую, а теперь вдруг резко остановился, слетев с дороги.",generated
1670,"Тот власти…, что его старой, помешанной, помешанной на кошках соседке известно, кто такие далекие, произвел на Гарри почти грозное же впечатление, как встреча с самими дементорами в проулке.",generated
5493,"Ктото пройдя совсем бродят… с Гарри, и он понял, что это был сам Волан-де-Морт, потому что спустя мгновение услышал усиленный оправдывать голос, разносившийся далеко вокруг, круша барабанные перепонки Гарри.",generated
1070,"« Финт Порскова « - загорелся следующий рукоплесканиями, когда Трой сделал вид, будто ожидал рвануться что было сил наверх, отвлекая иванову охотника Иванову, а сам швырнул квоффл вниз, Моран.",generated
857,"Министерство эксперт ведет колдуньям всяческого колдуньям и жестокостью, которые могут превращаться в животных ; есть специальный превращаются, в нем сказано, в каких животных они превращаются, даны их приметы и превращаются",generated
1096,"Можно было подумать, что волшебники в кукловодами были кукловодами, а люди над ними - марионетками, управляемыми невидимыми управляемыми, которые спускались в небо из волшебных палочек.",generated
3912,"Когда Рон полчаса спустя появился за утомляла, казался он и надувшимся, и надувшимся мгновенно, и хоть сел он рядом с Лавандой, Гарри не отозвался чтобы за время, проведенное в Большом зале, эти двое обменялись рассмотрении бы одним словом.",generated
4471,"- У бедняжки Поттера совсем мало настоящих приятелей, а мы с ним встретились в один из самых трудных моментов его жизни - во время Турнира Трех Волшебников.",generated
2313,"Гарри почувствовал сильный толчок пониже пупа, ничком здоровый из-под ног, рука намертво лоснящаяся к чайнику, и, стукаясь сочувствующего о спасенный, увлекаемые чайником, все пятеро понеслись куда-то в вихре красок и шуме ветра…",generated
975,"Большую нарисовала дня Гарри провел у себя в лодке - не было сил смотреть, как тетя Петунья каждую минуту выглядывает на улицу соскользнули тюлевых штор, словно по телевизору объявили о сбежавшем стаде бешеных носорогов.",generated
2165,"Но иногда начинал чувствовать о заклинаниях, которых новому ему больше всего при встречах с Темными существами и Пожирателями смерти, и подсознательно строил планы уроков…",generated
2766,"Подслеповато приоткрытым, Грохх протянул фредди вишню с шины зонтик, схватил с верхних стволов суда… сосны гнездо гнездо, перевернул его и потряс с разочарованным ревом: птицы внутри не оказалось, только разгадку градом посыпались на землю, и Хагрид, защищаясь от них, открывал голову руками.",generated
2725,"Чашка Рона с огромным трудом трески от выросшие, опираясь на выросшие у нее ползучие и тонкие коротенькие - несколько секунд они удерживали ее наверху, дрожа от натуги, потом подломились, и чашка упала, расколовшись порывисто.",generated
71,"Он опустился за стул, стараясь не чувствовать о том, как будет выглядеть в защитный первый вечер в « Хай Камеронсе » - наверное, так, словно вырядился в обрывки полусгнившей шкуры мамонта.",generated
5264,"Он чуть не оглох от грохота камней и камней дракона и только цеплялся из последних сил, каждую секунду ожидая, что сейчас раздастся на пол. Вдруг он услышал голосок Гермионы:",generated
3681,"К большому, за время многочисленных кошмарах прогулки по замку Гарри досконально изучил все его ходы ходы и переходы и теперь, перемещаясь с урока на урок, без особого труда ухитрялся находить маршруты подальше от омелы.",generated
4162,"А в последние дни он все обмануты од, не понимает ли это и Снегг, взявший увесистыми задерживать его все дольше и дольше, отпуская при этом туманные намеки насчет погожих часов, которых бедному Гарри созданы пропускать, бедному всех связанных с ними приятных возможностей.",generated
4525,"Грюм, не обращая на происходящее никакого обращая, развязывал принесенные им с собой рюкзаки, а когда выпрямился, перед ним уже остановились, пыхтя и отдуваясь, шестеро Гарри Поттеров.",generated
3689,"- Он имеет какое право целоваться с называемый надеялся, - говорила Гермиона, пока библиотекарша мадам Пине прохаживалась вдоль полок полок у них за спиной.",generated
4901,"Гарри слезая подобрался поближе - впрочем, жутковатые и волшебницы были настолько, увлечены моей перегруженная, что вряд ли расслышали бы его приглушенные ковром шаги, - и вытащил уже готовую брошюру из стопки, выраставшей рядом с молодой выраставшей.",generated
2909,"Он креп и топал ножищами, стерджиса… направились от него врассыпную, и Гарри, на которого моросящим посыпались крупные, размером с гальку, капли великаньей румянца, рывком поставил Гермиону на ноги и ринулся с ней под деревья, сулившие укрытие.",generated
3831,"Слизнорт, не явившегося больше от Гарри дальнейших задавая, снова стал относиться к нему с прежней любовью и, кладбищу по всему, ослабли неприятную тему из головы.",generated
354,"На министерскую веков возникало сильных слухов о том, что Философский Камень уже создан, но единственный существующий в наше время камень принадлежит аккуратнее Николасу Фламелю, выдающемуся выдающемуся и алхимику оперы.",generated
4060,"- Но неужели ты не задница, Гарри, - если он хотел, чтобы медальон попал к будущему воспитаннику Хогвартса или вселился в этого воспитанника, выходит, Волан-де-Морт был до странного равнодушен к участи драгоценного осколка своей души, скрытого в этом дневнике.",generated
2408,"Поскольку темя и подвижность у мистера Боуда уже подвижность, целительница Страут доверила ему уход за растением, упустив из виду, что которое не невинная цветокрылка, а отросток силков силков.",generated
3680,"Хагрид уже притащил, как всегда, в тыкаться двенадцать рождественских елок для украшения Большого большого ; омелы остролиста и серебряной мишуры обвили перила лестниц ; в гирлянды пустых доспехов горели негаснущие свечи, и в коридорах с равными промежутками сонных… большие пучки омелы.",generated
3897,"Он мыслях задумался, не попробовать ли вновь уравновесить что-то вроде ОД, но при этом возникла бы одна проблема: всем придется сдавать уроки, а у выполнять очень убедительное расписание.",generated
2658,"Поскольку ему предстояло незаконно доставить в кабинет Амбридж, Гарри не рассчитывал, что день пройдет спокойно, однако он не был готов к упорным попыткам Гермионы подтвердите его от задуманного.",generated
2184,"Всякий ученик, учащийся в принадлежности к общества, обществу, команде, кружку или клубу, не санкционированным генеральным генеральным, будет исключен.",generated
4044,"Сильно раскрасневшийся Слизнорт с густыми, жучьими сказочные светлыми и светло-рыжими усами снова сидел в гнездышке… кресле с высокой спинкой, ноги его покоились на бархатном пуфике, в одной руке он держал винный винный, другой перебирал в коробке ананаса дольки ананаса.",generated
891,"Нарушители спокойствия вышли из палаты, мадам Помфри отправилась к двери и опять ее заперла, после чего отправилась в кабинете, что-то поворачиваясь ворча себе под нос.",generated
2854,"И вновь он очутился в высоком, как величиною, зале со стеллажами, на которых лежали стеклянные шарики… его сердце забилось очень непростой сейчас он наконец попади туда, куда сердита",generated
3204,"Не успели премьер-министр поинтересоваться, чего общего он кетчупом водой ценный аксминстерский ковер, как Фадж понес околесицу околесицу про тюрьму, о которой премьер-министр в жизни своей не слы-хал, про человека по неведомый Серый Ус Блэк, про лево неведомый Хогвартс и про мальчика по неведомый Гарри Поттер.",generated
3935,"Гарри хватало только улавливает, что обязанность поубедительнее сквозь стиснутые зубы, отвечая на этот вопрос, контракте в контракте Похлебы, - на его взгляд, ничего прелестного в Хэпзибе не наблюдалось.",generated
2614,"Он был очень обаятелен: его подбор космы сальные падали на лоб с небрежным вызванным, о презирает не могли бы и мечтать ни Джеймс, ни Гарри, и сидящая за ним девочка с надеждой глядела на него, рассмотрении он, похоже, вовсе ее не замечал.",generated
3468,"Магическая вонингс замка за лето была закоулки, у нас появились новые, более крепкими секретных защиты, но тем не менее все мы, и ученики, и преподаватели, должны быть крайне осторожны и не допускать ни малейшей ситуацией.",generated
2402,"Он не мог запомнить, почему не сумею… и не обсуждают эту ужасную новость все остальные, но на самом непринужденном очень немногие приглашений украшавший ежедневно, как Гермиона.",generated
2852,"Он снова шел по прохладному темному коридору к Отделу тайн, шагал твердо и целеустремленно, иногда переключаясь на бег, уверенный, что уж ввоз непременно достигнет цели своего путешествия…",generated
4567,"- Разумеется, не помнить, - отозвался Люпин, - однако любой Пожиратель смерти - да, если честно, просто любой дымчатая - ожидал бы, что ты ответишь ударом на удар.",generated
4824,"Поэтому она решила нейтральную место жительства и выучу с семьей в Годрикову Впадину, деревню, которая прославилась впоследствии как кресло странного кузена Гарри Поттера от Сами-Знаете-Кого.",generated
2197,К тому же в гостиной стоял невообразимый отдаленный: Фред с Джорджем усовершенствовали свой Забастовочный завтрак и по очереди демонстрировали его под одобрительные крики публики.,generated
4353,"Есть парочка довольно черно-белые волшебников с подходящими розалинда - Розалинда Антигона Бочкис и Руперт « Ампутатор » Брукстэнтон, но они нам не подходят.",generated
2494,"И когда у Стерджиса опять исчезла дурмстрангские календарю, когда снова наступила его очередь ленч дверцу, открываю он и попытался проникнуть в Отдел, чтобы украсть саботировать для Волан-де-Морта… спокойно, Рон… но его поймали и отправили в Азкабан…",generated
667,"Тогда он быстро и незаметно долетит до Лондона, заберет из банковского сейфа все деньги и будет жить как отшельник Такое и в присниться сне не приснится!",generated
3189,"Секунда, другая - и вот уже он подсадил на прекрасный антикварный ковер, стряхивая пепел с рукавов длинного плаща в полоску, сжимая в руке шляпу-котелок светло-зеленого цвета.",generated
5399,"Гарри отпустил Оглушающее заклятие в Пожирателя с прихрамывающий искаженным лицом, но промахнулся и чуть не угодил в Невилла, который внезапно возник из ниоткуда, разбрасывая тентакулу ядовитую тентакулу ; растение тут же тентакулу за ближайшего Пожирателя смерти и выпрыгнув обвивать его своими усиками.",generated
1832,"Их было человек зависеть, и на всех, насколько он мог видеть, были мантии сливового цвета с искусно буквой серебряной буквой » В « на левой стороне груди.",generated
2623,"Джеймс по-прежнему играл снитчем, позволяя ему уводила все дальше и дальше - казалось, что он вот-вот вырвется на свободу, - но неизменно ловя его в самый следующий момент.",generated
1276,"Волшебник, который собираетесь применить к вам эффектное заклинание, не станет делиться своими планами, он не будет действовать объявить, на моих читался, вежливо и тактично.",generated
3641,"- То есть он, как шатких, размножаются бубнил про своих знаменитых учеников, и к научило же он без ума от Маклаггена и от его учительницы знакомых, зато угощал разными вкусностями и познакомил нас с Гвеног Джонс.",generated
4787,"Эльф сидел на коленях, задыхаясь и мокрый, вокруг его носа поблескивала зеленая мертвеннобледном, на слизь лбу, которым он колотился об пол, набухали ссадины, налитые кровью глаза припухли, наполнились слезами.",generated
2958,"Гарри успели… как раз вовремя - он заорал - « Протего! » прежде, чем она смогла произнести заклинание до суховато, и, хотя шарик едва не спрыгнул с его ладони, сумел удержать его.",generated
230,"Видимо, он глуп не мог поверить, что на фотографиях маглов все неподвижны, в отличие от фотографий волшебного мира, где параграфом на снимках люди появлялись и исчезали, подмигивали и улыбались.",generated
2596,"Когда вильнула последний прозвенел и гриффиндорцы с темноволосая сумками направились в свою башню, Гарри с огромным поросшее увидел растрепанную, закопченную Амбридж - мокрая от пота, она выходила из класса профессора Флитвика.",generated
306,"Снизу, с трибун, послышался ропот треск выкрики Гриффиндор - Маркус Флинт, маркус Гарри тролля, как бы случайно на полном ходу врезался в Гарри, и тот отлетел в сторону, неровную за метлу и думая только о том, как удержаться в воздухе.",generated
4273,"И хоть каждый вдох и разбухал, словно, раздирал ему легкие в клочья, а грудь пульсировал, как огнем, он рванулся вперед еще быстрее, подгоняемый непрошеным голосом у него в зебры: « Только не Хагрид… пробуждением… бы не Хагрида тоже… »",generated
3871,"- Хагрид умолк - мимо них невозмутимо проходившему парить длинноволосой дамы, - а потом снова хрипло зашептал: - Как попечители начнут попечители, чтобы прикрыть нас насовсем.",generated
1204,"Пивз скромных желание прийти… на банкете - тут все ясно, вы его прекрасно знаете - совершеннейший совершеннейший, не может смотреть на бараньи с едой без того, чтобы не швырнуть ею куда-нибудь.",generated
2441,"Чтобы оттянуть момент, когда придется посмотреть на Чжоу, он уставился на потолок, как бы изучая качество окраски, и получил в тетино заряд конфетти от херувима.",generated
5071,"Просто быть живым, смотреть, как потоками трубочный над блистающими снежными холмами, - это же величайшее сокровище на лоскутном, но Гарри сейчас был неспособен его оценить.",generated
3918,"Уроки существами, квиддич, треснувший Рона, его собственный треснувший череп и стремление испачкаться, чем отсутствует Драко Малфой, - за всеми заботами он почти забыл о воспоминании, которое Дамблдор попросил его вытянуть из Слизнорта.",generated
3980,"Чем обстрела около Выручай-комнаты, - она опустила из-под руки Гарри « Ежедневного пророка » и развернула на первой странице, - ты бы лучше нашел Слизнорта и воззвал к лучшим сторонам его натуры.",generated
5134,"Гермиона лежала у себя на койке и перевернутым, а Рон сперва все косился на нее, потом достал из защелку маленький деревянный корпусе и принялась крутить ручки.",generated
3478,"Гермиона нестерпимая получила право злиться курс по экзамену, защите от Темных искусств, трансфигурации, травологии, нумерологии, древним рунам и зельеварения и тут же унеслась на первый гаданию древних рун.",generated
1357,"По огражденному, загону оберегала брусьями, загону на задних лапах четыре огромных злобного болезненного сердечная, возгласы громоподобный рык, из клыкастых вырывавшееся вырывались в темное небо на высоте двадцати метров яркие языки пламени.",generated
1367,"В мгновение ока жердочке Гарри запрыгали шесть кроликов, неся большой серебряный поднос с чайником, тремя чашками, а отвлекайся молочником и молочником, полным пирожных.",generated
2459,"На конкурсе худшего игрока, по внуком Гарри, с равным правом претендовали трое Рон, пропустивший сталкивалось мячей, Слоупер, который целился в бладжер, но врезал Анджелине битой по лицу, и Керк, осуждал завопил и грохнулся с метлы, когда на него стремглав Захария Смит с квоффлом в руках.",generated
4079,"На сплошных по стенам директрис и директрис местонахождение Дамблдора произвело не столь радостное впечатление - Гарри увидел, что кое-кто из них покачивает гогоча, а Финеас Найджелус так и спрашивать расфыркался.",generated
5513,"Новый хозяин забрал палочку-надувалочку у Дамблдора против его змейку, так и не поняв, что он сделал, и моралью опасная волшебная бузинная на тусклом признала его власть над собой…",generated
2509,"Волосы ее встали загривке, очки перекосились, так что левый глаз казался больше правого, а шали шали и шарфы хаотически свисали с плеч, создавая впечатление, что она расползается по швам.",generated
3678,"Гермиона сидела на учительском целенькие, совсем потемнее, только над головой у нее кружила стайка щебечущих желтеньких птичек, которых она, растрепать, только что призрака-сквернослова прямо из воздуха.",generated
5381,"Все они в этот миг стояли рядом: Гарри, Рон, Гермиона, Фред, Перси и двое Пожирателей смерти у их уворачиваясь, пораженных один Оглушающим, другой Трансфигурирующим заклятием.",generated
968,"У него торт, а у Дадли ничего, кроме грейпфрута ; на дворе - мерцал летний вечер, завтра он расстанется с Тисовой улицей, шрам больше не болит, и впереди - Чемпионат мира по квиддичу.",generated
4465,"- Да, голова у него варила, - соглашается Скитер, - хотя в настоящее время многие задаются вопросом, действительно ли достижения достижения Дамблдора следует предполагаемые исключительно его заслугам.",generated
